tipo,usina,tipo_de_leilao,leilao,pot_MW,garantia_fisica_MW_medio,lotes_vendidos,preco_por_MW,localizacao,fonte,mod,invest_previsto,empresa_consorcio
PCH,PCH Estivadinho 3,LER,Leilão 3/2016,9.9,6.99,629,223.25,MT,RIO JAURU,PIE,369270841.74,"Consórcio Estivadinho 3: São Benedito Energia, Investimentos e Participações S.A. – 99%; Pan Partners Administração Patrimonial Ltda. – 1%"
PCH,PCH Figueira,LER,Leilão 3/2016,1.274,0.91,80,229.9,RO,RIO SALDANHA,PIE,48365074.56,Centrais Elétricas Figueirão Ltda.
CGH,CGH Inga Mirim,LER,Leilão 3/2016,1,0.79,51,232.5,MG,RIO RIBEIRAO POUSO ALEGRE,PIE,31181430.60,Inga-Mirim Energia S.A
PCH,PCH JUI 117,LER,Leilão 3/2016,24.419,18.82,"1,693",223.2,MT,RIO JUINA,PIE,993697167.17,PCH Juína S.A.
PCH,PCH Roncador,LER,Leilão 3/2016,6,3.04,273,226.9,SC,RIO CAPETINGA,PIE,162892109.02,Lombo do Cavalo S/A Geração Elétrica
CGH,CGH Willy Faller,LER,Leilão 3/2016,1,0.73,66,229.78,SC,RIO LAJEADO DOS PORTÕES,PIE,39880359.45,Mafras Energia e Reflorestamento Ltda.
PCH,PCH Mantovillis,LER,Leilão 3/2016,5.2,3.58,300,223.3,MT,RIO MUTUM,PIE,176162263.20,"Consórcio Mantovilis: São Benedito Energia, Investimentos e Participações S.A. – 99%; Pan Partners Administração Patrimonial Ltda. – 1%"
PCH,PCH Manuel Alves,LER,Leilão 3/2016,8,5.22,467,231.49,TO,RIO MANUEL ALVES,PIE,284283739.03,Central Geradora Hidrelétrica Manuel Alves Ltda.
PCH,PCH Barrinha,LER,Leilão 3/2016,3.3,1.69,152,222.5,SC,RIO PESQUEIRO,PIE,88935777.60,Mauê S/A – Geradora e Fornecedora de Insumos
PCH,PCH Lambari,LER,Leilão 3/2016,4,1.86,167,228,SC,RIO PESQUEIRO,PIE,100127695.68,Mauê S/A – Geradora e Fornecedora de Insumos
CGH,CGH Médio Garcia,LER,Leilão 3/2016,1,0.64,54,223.15,SC,RIO GARCIA,PIE,31687906.97,Hidrelétrica Médio Garcia SPE Ltda.
CGH,CGH Palmeiras,LER,Leilão 3/2016,2.75,1.47,132,214,TO,RIO RIBEIRAO BONITO,PIE,74283200.64,Central Hidrelétrica Palmeiras do Tocantins Ltda.
CGH,CGH Paraíso,LER,Leilão 3/2016,1,0.61,52,223.15,SC,RIO DAS FLORES,PIE,30514280.78,Hidrelétrica Paraíso SPE Ltda.
PCH,PCH Ponte Branca,LER,Leilão 3/2016,10.172,5.81,523,220,SP,RIO PARDO,PIE,302570980.80,PB Produção de Energia Elétrica EIRELI – ME
PCH,PCH Poço Fundo,LER,Leilão 3/2016,14,7.2,648,234.7,RJ,RIO PRETO,PIE,399936460.61,Poço Fundo Energia S.A
PCH,PCH Ponte Serrada,LER,Leilão 3/2016,4.1,1.78,157,232.49,SC,RIO CHAPECOZINHO,PIE,95985765.60,Ponte Serrada Geração de Energia S.A
CGH,CGH João Franco,LER,Leilão 3/2016,1,0.68,59,205,MG,RIO MACHADO,PIE,31805979.60,Porto Energética Ltda.
PCH,PCH Pulo,LER,Leilão 3/2016,7.3,4.43,389,228.5,PR,RIO IAPO,PIE,233743051.32,Hidrelétrica Pulo Ltda.
PCH,PCH Rincão,LER,Leilão 3/2016,10,4.6,404,228,RS,RIO IJUIZINHO,PIE,242225084.16,Rincão Energia S.A.
CGH,CGH Enxadrista,LER,Leilão 3/2016,1,0.62,55,207,PR,RIO DAS PEDRAS,PIE,29938906.80,Energética Rio das Pedras SPE Ltda.
CGH,CGH Santana do Deserto I,LER,Leilão 3/2016,1.6,1.07,96,227.9,MG,RIO RIBEIRAO CAGUINCHO,PIE,57533190.91,Central Geradora Hidroelétrica Santana do Deserto Ltda.
CGH,CGH Sirivera,LER,Leilão 3/2016,1.8,1.37,123,209,TO,RIO RIBEIRAO BONITO,PIE,67601183.76,Central Hidrelétrica Sirivera Ltda.
CGH,CGH Sucuri,LER,Leilão 3/2016,2.75,1.35,121,214,TO,RIO RIBEIRAO BONITO,PIE,68092933.92,Central Hidrelétrica Sucuri Ltda.
PCH,PCH Tamboril,LER,Leilão 3/2016,15.8,7.42,668,232.5,GO,RIO SAO BARTOLOMEU,PIE,408415600.80,"Consórcio TRD e COBRAPAR: TRD Participações Ltda.  – 99,99%; Companhia Brasileira de Engenharia, Participações e Negócios – COBRAPAR – 0,01%"
CGH,SANTA LUZIA,A-4,Leilão 04/2017,1.512,0.91,8,179,ES,RIO CONCORDIA,PIE,8078040.00,Enervix Energias do Espírito Santo Ltda.
PCH,BURITI,A-4,Leilão 04/2017,10,8.59,50,182.05,MT,RIO BURITI,PIE,23022300.00,Hidrelétrica Focking S.A.
UTE,JALLES MACHADO,A-4,Leilão 04/2017,25,8.6,86,234.92,GO,BAGAÇO DE CANA,PIE,44160000.00,Jalles Machado S.A.
UEE,VILA PARAIBA II,A-4,Leilão 04/2017,32,19.2,177,108,RN,VENTO,PIE,87173010.00,"Consórcio Voltália VP II:
Voltalia Energia do Brasil Ltda. – 10%
Voltalia S.A. 90%"
UEE,VILA PARAIBA III,A-4,Leilão 04/2017,32,18.8,179,108,RN,VENTO,PIE,174346010.00,"Consórcio Voltália VP III:
Voltalia Energia do Brasil Ltda. – 10%
Voltalia S.A. – 90%"
UES,AGUA VERMELHA IV,A-4,Leilão 04/2017,15,4,40,145.49,SP,SOL,PIE,174346010.00,AES Tietê
UES,AGUA VERMELHA V,A-4,Leilão 04/2017,30,7.9,79,145.49,SP,SOL,PIE,243678800.00,AES Tietê
UES,AGUA VERMELHA VI,A-4,Leilão 04/2017,30,7.9,79,146.66,SP,SOL,PIE,243678800.00,AES Tietê
UES,SÃO GONÇALO 1,A-4,Leilão 04/2017,30,10.2,99,146.67,PI,SOL,PIE,243678800.00,"Consórcio EGP Alba Energia:
Alba Energia Ltda. – 0,01%
Enel Green Power Brasil Participações Ltda – 99,9%"
UES,SÃO GONÇALO 10,A-5,Leilão 04/2018,30,10.2,99,145.5,PI,SOL,PIE,243678800.00,"Consórcio EGP Alba Energia:
Alba Energia Ltda. – 0,01%
Enel Green Power Brasil Participações Ltda – 99,9%"
UES,SÃO GONÇALO 2,A-4,Leilão 04/2017,30,10.2,99,146.67,PI,SOL,PIE,243678800.00,"Consórcio EGP Alba Energia:
Alba Energia Ltda. – 0,01%
Enel Green Power Brasil Participações Ltda – 99,9%"
UES,SÃO GONÇALO 21,A-4,Leilão 04/2017,30,10.2,99,145.99,PI,SOL,PIE,243678800.00,"Consórcio EGP Alba Energia:
Alba Energia Ltda. – 0,01%
Enel Green Power Brasil Participações Ltda – 99,9%"
UES,SÃO GONÇALO 22,A-4,Leilão 04/2017,30,10.2,99,145,PI,SOL,PIE,243678800.00,"Consórcio EGP Alba Energia:
Alba Energia Ltda. – 0,01%
Enel Green Power Brasil Participações Ltda – 99,9%"
UES,SÃO GONÇALO 3,A-4,Leilão 04/2017,30,10.2,99,146.67,PI,SOL,PIE,243678800.00,"Consórcio EGP Alba Energia:
Alba Energia Ltda. – 0,01%
Enel Green Power Brasil Participações Ltda – 99,9%"
UES,SÃO GONÇALO 4,A-4,Leilão 04/2017,30,10.2,99,146.67,PI,SOL,PIE,243678800.00,"Consórcio EGP Alba Energia:
Alba Energia Ltda. – 0,01%
Enel Green Power Brasil Participações Ltda – 99,9%"
UES,SÃO GONÇALO 5,A-4,Leilão 04/2017,30,10.2,99,146.67,PI,SOL,PIE,243678800.00,"Consórcio EGP Alba Energia:
Alba Energia Ltda. – 0,01%
Enel Green Power Brasil Participações Ltda – 99,9%"
UES,SOLAR SALGUEIRO,A-4,Leilão 04/2017,30,8.6,86,143.7,PE,SOL,PIE,149000000.00,"Consórcio Solar Salgueiro:
Lira Empreendimentos Ltda. – 0,01%
Canadian Solar Inc. – 99,9%"
UES,SOLAR SALGUEIRO II,A-4,Leilão 04/2017,30,8.8,88,145.98,PE,SOL,PIE,149000000.00,"Consórcio Solar Salgueiro:
Lira Empreendimentos Ltda. – 0,01%
Canadian Solar Inc. – 99,9%"
UES,SOLAR SALGUEIRO III,A-4,Leilão 04/2017,30,8.8,88,146.66,PE,SOL,PIE,149000000.00,"Consórcio Solar Salgueiro:
Lira Empreendimentos Ltda. – 0,01%
Canadian Solar Inc. – 99,9%"
UES,SERTÃO SOLAR BARREIRAS I,A-4,Leilão 04/2017,28,6.8,68,143.5,BA,SOL,PIE,154652000.00,"Consórcio Solar do Sertão:
Steelcons Empreiteira Construção Civil Ltda. – 99,99%
Sertão Brasil Energia Solar EIRELI – 0,01%"
UES,SERTÃO SOLAR BARREIRAS II,A-4,Leilão 04/2017,28,6.8,68,143.5,BA,SOL,PIE,154652000.00,"Consórcio Solar do Sertão:
Steelcons Empreiteira Construção Civil Ltda. – 99,99%
Sertão Brasil Energia Solar EIRELI – 0,01%"
UES,SERTÃO SOLAR BARREIRAS III,A-4,Leilão 04/2017,28,6.8,68,146.9,BA,SOL,PIE,154652000.00,"Consórcio Solar do Sertão:
Steelcons Empreiteira Construção Civil Ltda. – 99,99%
Sertão Brasil Energia Solar EIRELI – 0,01%"
UES,SERTÃO SOLAR BARREIRAS IV,A-4,Leilão 04/2017,28,6.8,68,146.9,BA,SOL,PIE,154652000.00,"Consórcio Solar do Sertão:
Steelcons Empreiteira Construção Civil Ltda. – 99,99%
Sertão Brasil Energia Solar EIRELI – 0,01%"
UES,BRIGIDA,A-4,Leilão 04/2017,27,8.9,89,144.9,PE,SOL,PIE,190470790.00,"Consórcio Solatio Sindustrial Brígida:
Sindustrial Engenharia Ltda. – 99,99%
Tropical Serviços Administrativos Ltda. – 0,01%"
UES,BRIGIDA 2,A-4,Leilão 04/2017,30,8.9,89,143.6,PE,SOL,PIE,212700770.00,"Consórcio Solatio Sindustrial Brígida 2:
Sindustrial Engenharia Ltda. -99,99%
Cajazeiros Serviços Administrativos Ltda – 0, 01%"
PCH,PERDIDOS,A-6,Leilão 05/2017,28,16.42,164,218.88,MT ,RIO CLARO ,PIE,191412330.00,EECO Jacutinga Empreendimentos Energéticos do Centro Oeste S.A.
PCH,FORQUILHA IV,A-6,Leilão 05/2017,13,5.64,50,218.29,RS ,RIO FORQUILHA OU IVANHANDAVA ,PIE,73913000.00,Central Geradora Hidrelétrica Forquilha Ltda.
PCH,TUPITINGA,A-6,Leilão 05/2017,24,10.47,97,218.47,SC ,RIO SANTA CRUZ ,PIE,56925450.00,Companhia RPEE Energia
PCH,SAO CARLOS,A-6,Leilão 05/2017,14.525,7.73,45,218.19,SC ,RIO DO PEIXE ,PIE,76252120.00,São Carlos Energia Ltda.
PCH,FOZ DO ESTRELA,A-6,Leilão 05/2017,29.5,17.57,175,220.74,PR ,RIO IRATIM ,PIE,289917000.00,São Luiz Energética
PCH,VERDE 08,A-6,Leilão 05/2017,30,18.7,182,218.89,GO ,RIO VERDE ,PIE,0.00,Verde 08 Energia S.A.
UTE,BIOENERGETICA AROEIRA 2,A-6,Leilão 05/2017,27,13.4,115,215.02,MG ,BAGAÇO DE CANA ,PIE,80870000.00,Bioenergética Aroeira S.A.
UTE,CAMBARA,A-6,Leilão 05/2017,50,46.1,451,218.43,RS ,"CAVACO 
RESÍDUO DE MADEIRA ",PIE,180060000.00,Consórcio Cambará: Omega Engenharia Ltda e Urbana Participações Imobiliárias Ltda
UTE,COLORADO,A-6,Leilão 05/2017,3.955,2.9,10,216,SP ,BAGAÇO DE CANA ,PIE,17756000.00,Açúcar e Álcool Oswaldo Ribeiro de Mendonça Ltda.
UTE,PITANGUEIRAS,A-6,Leilão 05/2017,25,14.7,147,215.42,SP ,BAGAÇO DE CANA ,PIE,70000000.00,Pitangueiras Acúcar e Álcool S.A.
UTE,PLANALTO BIOENERGIA,A-6,Leilão 05/2017,50,24.6,206,216.1,SP ,BAGAÇO DE CANA ,PIE,131340000.00,Planalto Bioenergia Ltda.
UTE,VALE DO PONTAL 2,A-6,Leilão 05/2017,21.1,10.8,97,215.25,MG ,BAGAÇO DE CANA ,PIE,51350000.00,Vale do Pontal Açúcar e Álcool Ltda.
UTE,VALE AZUL II,A-6,Leilão 05/2017,466.313,420.9,"4,209",211.9,RJ,GÁS NATURAL,PIE,1226000000.00,"Consórcio Marlim Azul:
Mitsubishi Hitachi Power Systems Americas, INC – 99,98% 
MH Power Systems América Latina Representações Ltda. – 0,01%
Vale Azul Energia Ltda. – 0,01%"
UTE,GNA PORTO DO ACU III,A-6,Leilão 05/2017,"1,672.60","1,547.40","14,500",213.91,RJ,GÁS NATURAL,PIE,3432000000.00,UTE GNA II Geração de Energia Ltda.
EOL,AVENTURA II,A-6,Leilão 05/2017,21,13,117,97,RN,VENTO,PIE,123588460.00,Central Eólica Aventura II S.A.
EOL,AVENTURA III,A-6,Leilão 05/2017,22.575,14.3,128,97,RN,VENTO,PIE,134704750.00,Central Eólica Aventura II S.A.
EOL,AVENTURA IV,A-6,Leilão 05/2017,26.25,15.6,141,97,RN,VENTO,PIE,153847000.00,"Consórcio Aventura IV: EDP Renováveis Brasil S.A. – 99,99%,  Casa dos Ventos Energias Renováveis S.A. – 0,01"
EOL,AVENTURA V,A-6,Leilão 05/2017,27.3,16.6,150,97,RN,VENTO,PIE,158875000.00,"Consórcio Aventura V:  EDP Renováveis Brasil S.A. – 99,99%,  Casa dos Ventos Energias Renováveis S.A. – 0,01%"
EOL,OURO BRANCO 1,A-6,Leilão 05/2017,30,13.9,132,99,PE,VENTO,PIE,0.00,"Consórcio Quatro Ventos e Ouro Branco: Eólica Tecnologia Ltda., Eólica Energia Ltda. e European Energy AS"
EOL,OURO BRANCO 2,A-6,Leilão 05/2017,30,14.7,139,100,PE,VENTO,PIE,0.00,"Consórcio Quatro Ventos e Ouro Branco: Eólica Tecnologia Ltda., Eólica Energia Ltda. e European Energy AS"
EOL,QUATRO VENTOS,A-6,Leilão 05/2017,22,9.4,89,100,PE,VENTO,PIE,0.00,"Consórcio Quatro Ventos e Ouro Branco: Eólica Tecnologia Ltda., Eólica Energia Ltda. e European Energy AS"
EOL,SANTA ROSA E MUNDO NOVO I,A-6,Leilão 05/2017,31.5,18.4,165,99,RN,VENTO,PIE,190003770.00,EDP Renováveis Brasil S.A.
EOL,SANTA ROSA E MUNDO NOVO II,A-6,Leilão 05/2017,31.5,18.8,170,99,RN,VENTO,PIE,190003770.00,EDP Renováveis Brasil S.A.
EOL,SANTA ROSA E MUNDO NOVO III,A-6,Leilão 05/2017,31.5,20,180,99,RN,VENTO,PIE,190003770.00,EDP Renováveis Brasil S.A.
EOL,SANTA ROSA E MUNDO NOVO IV,A-6,Leilão 05/2017,12.6,8.3,75,99,RN,VENTO,PIE,76001500.00,EDP Renováveis Brasil S.A.
EOL,SANTA ROSA E MUNDO NOVO V,A-6,Leilão 05/2017,14.7,9,81,99,RN,VENTO,PIE,88668420.00,EDP Renováveis Brasil S.A.
EOL,VENTOS DE SANTA ANGELA 01,A-6,Leilão 05/2017,30,16.8,156,100,PI,VENTO,PIE,165000000.00,"Consórcio EGP Santa Ângela: Enel Green Power Brasil Participações Ltda – 99,99%, Ventos de Santa Ângela Energias Renováveis S.A – 0,01"
EOL,VENTOS DE SANTA ANGELA 02,A-6,Leilão 05/2017,30,17.5,164,99.2,PI,VENTO,PIE,165000000.00,"Consórcio EGP Santa Ângela: Enel Green Power Brasil Participações Ltda – 99,99%, Ventos de Santa Ângela Energias Renováveis S.A – 0,02"
EOL,VENTOS DE SANTA ANGELA 03,A-6,Leilão 05/2017,30,16.9,160,99,PI,VENTO,PIE,165000000.00,"Consórcio EGP Santa Ângela: Enel Green Power Brasil Participações Ltda – 99,99%, Ventos de Santa Ângela Energias Renováveis S.A – 0,03"
EOL,VENTOS DE SANTA ANGELA 04,A-6,Leilão 05/2017,30,16.4,154,97.5,PI,VENTO,PIE,165000000.00,"Consórcio EGP Santa Ângela: Enel Green Power Brasil Participações Ltda – 99,99%, Ventos de Santa Ângela Energias Renováveis S.A – 0,04"
EOL,VENTOS DE SANTA ANGELA 05,A-6,Leilão 05/2017,30,16.3,163,97.21,PI,VENTO,PIE,165000000.00,"Consórcio EGP Santa Ângela: Enel Green Power Brasil Participações Ltda – 99,99%, Ventos de Santa Ângela Energias Renováveis S.A – 0,05"
EOL,VENTOS DE SANTA ANGELA 06,A-6,Leilão 05/2017,30,17.5,162,100,PI,VENTO,PIE,165000000.00,"Consórcio EGP Santa Ângela: Enel Green Power Brasil Participações Ltda – 99,99%, Ventos de Santa Ângela Energias Renováveis S.A – 0,06"
EOL,VENTOS DE SANTA ANGELA 07,A-6,Leilão 05/2017,30,17.7,120,97.03,PI,VENTO,PIE,165000000.00,"Consórcio EGP Santa Ângela: Enel Green Power Brasil Participações Ltda – 99,99%, Ventos de Santa Ângela Energias Renováveis S.A – 0,07"
EOL,VENTOS DE SANTA ANGELA 08,A-6,Leilão 05/2017,30,17.3,149,97.21,PI,VENTO,PIE,165000000.00,"Consórcio EGP Santa Ângela: Enel Green Power Brasil Participações Ltda – 99,99%, Ventos de Santa Ângela Energias Renováveis S.A – 0,08"
EOL,VENTOS DE SANTA ANGELA 09,A-6,Leilão 05/2017,30,16.6,145,97.21,PI,VENTO,PIE,165000000.00,"Consórcio EGP Santa Ângela: Enel Green Power Brasil Participações Ltda – 99,99%, Ventos de Santa Ângela Energias Renováveis S.A – 0,09"
EOL,VENTOS DE SANTA ANGELA 10,A-6,Leilão 05/2017,30,16,140,97.21,PI,VENTO,PIE,165000000.00,"Consórcio EGP Santa Ângela: Enel Green Power Brasil Participações Ltda – 99,99%, Ventos de Santa Ângela Energias Renováveis S.A – 0,10"
EOL,VENTOS DE SANTA ANGELA 11,A-6,Leilão 05/2017,30,15.4,133,97.03,PI,VENTO,PIE,165000000.00,"Consórcio EGP Santa Ângela: Enel Green Power Brasil Participações Ltda – 99,99%, Ventos de Santa Ângela Energias Renováveis S.A – 0,11"
EOL,VENTOS DE SANTA ANGELA 14,A-6,Leilão 05/2017,30,16.1,138,99,PI,VENTO,PIE,165000000.00,"Consórcio EGP Santa Ângela: Enel Green Power Brasil Participações Ltda – 99,99%, Ventos de Santa Ângela Energias Renováveis S.A – 0,12"
EOL,VENTOS DE SANTA ANGELA 15,A-6,Leilão 05/2017,30,16,152,100,PI,VENTO,PIE,165000000.00,"Consórcio EGP Santa Ângela: Enel Green Power Brasil Participações Ltda – 99,99%, Ventos de Santa Ângela Energias Renováveis S.A – 0,13"
EOL,VENTOS DE SANTA ANGELA 17,A-6,Leilão 05/2017,30,17,153,97.2,PI,VENTO,PIE,165000000.00,"Consórcio EGP Santa Ângela: Enel Green Power Brasil Participações Ltda – 99,99%, Ventos de Santa Ângela Energias Renováveis S.A – 0,14"
EOL,VENTOS DE SANTA ANGELA 19,A-6,Leilão 05/2017,30,16.9,142,97.2,PI,VENTO,PIE,165000000.00,"Consórcio EGP Santa Ângela: Enel Green Power Brasil Participações Ltda – 99,99%, Ventos de Santa Ângela Energias Renováveis S.A – 0,15"
EOL,VENTOS DE SANTA ANGELA 20,A-6,Leilão 05/2017,30,16.1,156,100,PI,VENTO,PIE,165000000.00,"Consórcio EGP Santa Ângela: Enel Green Power Brasil Participações Ltda – 99,99%, Ventos de Santa Ângela Energias Renováveis S.A – 0,16"
EOL,VENTOS DE SANTA ANGELA 21,A-6,Leilão 05/2017,30,15.4,136,100,PI,VENTO,PIE,165000000.00,"Consórcio EGP Santa Ângela: Enel Green Power Brasil Participações Ltda – 99,99%, Ventos de Santa Ângela Energias Renováveis S.A – 0,17"
EOL,ZEUS II,A-6,Leilão 05/2017,30,17.5,159,97,BA,VENTO,PIE,180000000.00,"Consórcio EGP Sowitec Zeus:
Enel Green Power Brasil Participações Ltda – 99,9%
Parque Eólico Zeus Ltda. – 0,01% "
EOL,VENTOS DE SANTA ESPERANCA 13,A-6,Leilão 05/2017,27,16.4,109,99.28,BA,VENTO,PIE,148496000.00,"Consórcio EGP Santa Esperança:
Enel Green Power Brasil Participações Ltda – 99,9%
Ventos de Santa Esperança Energias Renováveis S.A. – 0,01% "
EOL,VENTOS DE SANTA ESPERANCA 15,A-6,Leilão 05/2017,27,16.3,106,99.24,BA,VENTO,PIE,148496000.00,"Consórcio EGP Santa Esperança:
Enel Green Power Brasil Participações Ltda – 99,9%
Ventos de Santa Esperança Energias Renováveis S.A. – 0,01% "
EOL,VENTOS DE SANTA ESPERANCA 17,A-6,Leilão 05/2017,24,11,99,99.15,BA,VENTO,PIE,131997000.00,"Consórcio EGP Santa Esperança:
Enel Green Power Brasil Participações Ltda – 99,9%
Ventos de Santa Esperança Energias Renováveis S.A. – 0,01% "
EOL,CANOAS 2,A-6,Leilão 05/2017,33.6,17.3,159,100.02,PB,VENTO,PIE,271089250.00,Força Eólica do Brasil S.A.
EOL,CANOAS 4,A-6,Leilão 05/2017,33.6,16.7,155,100.02,PB,VENTO,PIE,271089250.00,Força Eólica do Brasil S.A.
EOL,CHAFARIZ 1,A-6,Leilão 05/2017,31.5,17.7,170,100.01,PB,VENTO,PIE,254146170.00,Força Eólica do Brasil S.A.
EOL,CHAFARIZ 2,A-6,Leilão 05/2017,33.6,17.5,170,100.01,PB,VENTO,PIE,271089250.00,Força Eólica do Brasil S.A.
EOL,CHAFARIZ 3,A-6,Leilão 05/2017,31.5,18.1,172,100.01,PB,VENTO,PIE,254146170.00,Força Eólica do Brasil S.A.
EOL,CHAFARIZ 6,A-6,Leilão 05/2017,29.4,15.2,144,100.01,PB,VENTO,PIE,237203100.00,Força Eólica do Brasil S.A.
EOL,CHAFARIZ 7,A-6,Leilão 05/2017,33.6,19,177,100.01,PB,VENTO,PIE,271089250.00,Força Eólica do Brasil S.A.
EOL,LAGOA 3,A-6,Leilão 05/2017,33.6,18.3,169,100.02,PB,VENTO,PIE,271089250.00,Força Eólica do Brasil S.A.
EOL,LAGOA 4,A-6,Leilão 05/2017,21,11.7,101,100.02,PB,VENTO,PIE,169430780.00,Força Eólica do Brasil S.A.
EOL,DELTA 5 I,A-6,Leilão 05/2017,22.5,11.7,102,97.03,MA,VENTO,PIE,133373640.00,Omega Desenvolvimento de Energia do Maranhão S.A.
EOL,DELTA 5 IV,A-6,Leilão 05/2017,27.5,14.6,130,97.02,MA,VENTO,PIE,163012250.00,Omega Desenvolvimento de Energia do Maranhão S.A.
EOL,DELTA 5 V,A-6,Leilão 05/2017,22.5,13.3,120,97.01,MA,VENTO,PIE,133373640.00,Omega Desenvolvimento de Energia do Maranhão S.A.
EOL,DELTA 5 X,A-6,Leilão 05/2017,22.5,12.1,119,97,MA,VENTO,PIE,133373670.00,Omega Desenvolvimento de Energia do Maranhão S.A.
EOL,VILA ACRE II,A-6,Leilão 05/2017,27.3,16.6,155,99.9,RN,VENTO,PIE,152462500.00,Consórcio Voltalia FIL AC: Voltalia S.A. e Voltalia Energia do Brasil
EOL,VILA PARAIBA I,A-6,Leilão 05/2017,32,19.9,158,96.9,RN,VENTO,PIE,178681650.00,Consórcio Voltalia PB: Voltalia S.A. e Voltalia Energia do Brasil
EOL,VILA PARAIBA IV,A-6,Leilão 05/2017,32,18.8,154,96.9,RN,VENTO,PIE,178681650.00,Consórcio Voltalia PB: Voltalia S.A. e Voltalia Energia do Brasil
CGH,BURITIZAL,A-4,Leilão 01/2018,5,4.57,45,198.35,MT,RIO BUTIRIZAL,PIE,51238190.00,Hidroelétrica Buritizal Ltda.
CGH,CHALE,A-4,Leilão 01/2018,2.1,1.36,12,197.27,MG,RIO JOSÉ PEDRO,PIE,13216000.00,Central Geradora Hidroelétrica Chalé Ltda.
PCH,QUEBRA DENTES,A-4,Leilão 01/2018,22.36,11.29,90,198.47,RS,RIO TOROPI,PIE,115743660.00,Quevedos Energética S.A.
PCH,SALTO DO GUASSUPI,A-4,Leilão 01/2018,12.199,6.27,50,197.47,RS,RIO GUASSUPI,PIE,70128240.00,Salto do Guassupi Energética S.A.
UTE,ALCON,A-4,Leilão 01/2018,21.8,40,77,198.96,ES,BAGAÇO DE CANA,PIE,93400000.00,ALCON – Companhia de Álcool Conceição da Barra
UTE,CERRADAO 2,A-4,Leilão 01/2018,40,40,94,198.92,MG,BAGAÇO DE CANA,PIE,21000000.00,Usina Cerradão Ltda.
EOL,VENTOS DE SAO JANUARIO 01,A-4,Leilão 01/2018,28.6,15.4,255,67.6,BA,VENTO,PIE,157301000.00,"Consórcio Folha Larga:
EDF EN do Brasil Participações Ltda. – 99,99%
Ventos de São Januário Energias Renováveis S.A.– 0,01%"
EOL,VENTOS DE SAO JANUARIO 04,A-4,Leilão 01/2018,28.6,14.9,255,67.6,BA,VENTO,PIE,157301000.00,"Consórcio Folha Larga:
EDF EN do Brasil Participações Ltda. – 99,99%
Ventos de São Januário Energias Renováveis S.A.– 0,01%"
EOL,VENTOS DE SAO JANUARIO 13,A-4,Leilão 01/2018,28.6,13.7,255,67.6,BA,VENTO,PIE,157301000.00,"Consórcio Folha Larga:
EDF EN do Brasil Participações Ltda. – 99,99%
Ventos de São Januário Energias Renováveis S.A.– 0,01%"
EOL,VENTOS DE SAO JANUARIO 14,A-4,Leilão 01/2018,28.6,13.7,255,67.6,BA,VENTO,PIE,157301000.00,"Consórcio Folha Larga:
EDF EN do Brasil Participações Ltda. – 99,99%
Ventos de São Januário Energias Renováveis S.A.– 0,01%"
UFV,ALEX I,A-4,Leilão 01/2018,30,10.2,100,118,CE,SOL,PIE,146000000.00,"Consórcio Alex – Limoeiro do Norte:
Steelcons Empreiteira Construção Civil Ltda.– 99,99%
Energia Renováveis do Apodi Ltda.– 0,01%"
UFV,ALEX III,A-4,Leilão 01/2018,30,10.2,100,118,CE,SOL,PIE,137500000.00,"Consórcio Alex – Limoeiro do Norte:
Steelcons Empreiteira Construção Civil Ltda.– 99,99%
Energia Renováveis do Apodi Ltda.– 0,01%"
UFV,ALEX IV,A-4,Leilão 01/2018,30,10.2,100,118,CE,SOL,PIE,137500000.00,"Consórcio Alex – Limoeiro do Norte:
Steelcons Empreiteira Construção Civil Ltda.– 99,99%
Energia Renováveis do Apodi Ltda.– 0,01%"
UFV,ALEX IX,A-4,Leilão 01/2018,30,10.2,100,118.39,CE,SOL,PIE,137500000.00,"Consórcio Alex – Limoeiro do Norte:
Steelcons Empreiteira Construção Civil Ltda.– 99,99%
Energia Renováveis do Apodi Ltda.– 0,01%"
UFV,ALEX V,A-4,Leilão 01/2018,30,10.2,100,118,CE,SOL,PIE,137500000.00,"Consórcio Alex – Limoeiro do Norte:
Steelcons Empreiteira Construção Civil Ltda.– 99,99%
Energia Renováveis do Apodi Ltda.– 0,01%"
UFV,ALEX VI,A-4,Leilão 01/2018,30,10.2,100,118,CE,SOL,PIE,137500000.00,"Consórcio Alex – Limoeiro do Norte:
Steelcons Empreiteira Construção Civil Ltda.– 99,99%
Energia Renováveis do Apodi Ltda.– 0,01%"
UFV,ALEX VII,A-4,Leilão 01/2018,30,10.2,100,118.39,CE,SOL,PIE,137500000.00,"Consórcio Alex – Limoeiro do Norte:
Steelcons Empreiteira Construção Civil Ltda.– 99,99%
Energia Renováveis do Apodi Ltda.– 0,01%"
UFV,ALEX VIII,A-4,Leilão 01/2018,30,10.2,100,118.25,CE,SOL,PIE,137500000.00,"Consórcio Alex – Limoeiro do Norte:
Steelcons Empreiteira Construção Civil Ltda.– 99,99%
Energia Renováveis do Apodi Ltda.– 0,01%"
UFV,ALEX X,A-4,Leilão 01/2018,30,10.2,100,118.39,CE,SOL,PIE,137500000.00,"Consórcio Alex – Limoeiro do Norte:
Steelcons Empreiteira Construção Civil Ltda.– 99,99%
Energia Renováveis do Apodi Ltda.– 0,01%"
