tipo,usina,tipo_de_leilao,leilao,pot_MW,garantia_fisica_MW_medio,lotes_vendidos,preco_por_MW,localizacao,fonte,mod,invest_previsto,empresa_consorcio
UFV,ETESA 17 SAO JOAO DO PIAUI I,A-4,Leilão 01/2018,29.976,8.4,67,117.8,PI,SOL,PIE,169885000.00,Celeo Redes Brasil S.A.
UFV,ETESA 18 SAO JOAO DO PIAUI II,A-4,Leilão 01/2018,29.976,8.4,67,117.8,PI,SOL,PIE,169885000.00,Celeo Redes Brasil S.A.
UFV,ETESA 19 SAO JOAO DO PIAUI III,A-4,Leilão 01/2018,29.976,8.4,67,117.8,PI,SOL,PIE,169885000.00,Celeo Redes Brasil S.A.
UFV,ETESA 20 SAO JOAO DO PIAUI IV,A-4,Leilão 01/2018,29.976,8.4,67,117.8,PI,SOL,PIE,169885000.00,Celeo Redes Brasil S.A.
UFV,ETESA 21 SAO JOAO DO PIAUI V,A-4,Leilão 01/2018,29.976,8.4,67,117.8,PI,SOL,PIE,169885000.00,Celeo Redes Brasil S.A.
UFV,ETESA 22 SAO JOAO DO PIAUI VI,A-4,Leilão 01/2018,29.976,8.4,67,117.8,PI,SOL,PIE,169885000.00,Celeo Redes Brasil S.A.
UFV,FRANCISCO SA 1,A-4,Leilão 01/2018,30,9.1,91,117.91,MG,SOL,PIE,131323430.00,"Consórcio Francisco Sá:
Canadian Solar Inc.– 99,99%
Solatio Brasil Gestão de Projetos Solares Ltda.– 0,01%"
UFV,FRANCISCO SA 2,A-4,Leilão 01/2018,30,9.1,91,118.35,MG,SOL,PIE,131323430.00,"Consórcio Francisco Sá:
Canadian Solar Inc.– 99,99%
Solatio Brasil Gestão de Projetos Solares Ltda.– 0,01%"
UFV,FRANCISCO SA 3,A-4,Leilão 01/2018,30,9.1,91,118.35,MG,SOL,PIE,131323430.00,"Consórcio Francisco Sá:
Canadian Solar Inc.– 99,99%
Solatio Brasil Gestão de Projetos Solares Ltda.– 0,01%"
UFV,SOLAR JAIBA 3,A-4,Leilão 01/2018,29.94,8.4,84,118.4,MG,SOL,PIE,160381250.00,"Consórcio Jaíba:
Canadian Solar Inc.– 99,99%
CEI Solar Empreendimentos Energéticos S.A.– 0,01%"
UFV,SOLAR JAIBA 4,A-4,Leilão 01/2018,29.94,8.4,84,118.4,MG,SOL,PIE,160381250.00,"Consórcio Jaíba:
Canadian Solar Inc.– 99,99%
CEI Solar Empreendimentos Energéticos S.A.– 0,01%"
UFV,SOLAR JAIBA 9,A-4,Leilão 01/2018,20,5.5,55,117.81,MG,SOL,PIE,106920830.00,"Consórcio Jaíba:
Canadian Solar Inc.– 99,99%
CEI Solar Empreendimentos Energéticos S.A.– 0,01%"
UFV,LAVRAS 1,A-4,Leilão 01/2018,24,6.2,62,118.01,CE,SOL,PIE,171967150.00,"Consórcio Lavras:
Canadian Solar Inc.– 99,999%
Lavras Geração de Energia Elétrica Ltda. – 0,001%"
UFV,LAVRAS 2,A-4,Leilão 01/2018,24,6.2,62,118.02,CE,SOL,PIE,171967150.00,"Consórcio Lavras:
Canadian Solar Inc.– 99,999%
Lavras Geração de Energia Elétrica Ltda. – 0,001%"
UFV,LAVRAS 3,A-4,Leilão 01/2018,24,6.2,62,118.03,CE,SOL,PIE,171967150.00,"Consórcio Lavras:
Canadian Solar Inc.– 99,999%
Lavras Geração de Energia Elétrica Ltda. – 0,001%"
UFV,LAVRAS 4,A-4,Leilão 01/2018,24,6.2,62,118.04,CE,SOL,PIE,171967150.00,"Consórcio Lavras:
Canadian Solar Inc.– 99,999%
Lavras Geração de Energia Elétrica Ltda. – 0,001%"
UFV,LAVRAS 5,A-4,Leilão 01/2018,24,6.2,62,118.05,CE,SOL,PIE,171967150.00,"Consórcio Lavras:
Canadian Solar Inc.– 99,999%
Lavras Geração de Energia Elétrica Ltda. – 0,001%"
UFV,SAO PEDRO E PAULO V,A-4,Leilão 01/2018,20.952,5.5,55,118.23,PE,SOL,PIE,105523700.00,"Consórcio São Pedro e Paulo: Êxito Importadora e Exportadora S.A. (50%) e Kroma Gestão e Serviços em Energia Elétrica Ltda. (líder, 50%) "
UFV,SAO PEDRO E PAULO VI,A-4,Leilão 01/2018,20.952,5.5,55,117.63,PE,SOL,PIE,105523700.00,"Consórcio São Pedro e Paulo: Êxito Importadora e Exportadora S.A. (50%) e Kroma Gestão e Serviços em Energia Elétrica Ltda. (líder, 50%) "
UFV,SAO PEDRO E PAULO I,A-4,Leilão 01/2018,25,6.7,67,117.63,PE,SOL,PIE,125911250.00,São Pedro e Paulo I SPE S.A.
PCH,ANTONIO PRADO,A-6,Leilão 03/2018,1,0.8,50,195.99,MT,GUAPORÉ,PIE,56142150.00,Antonio Prado Energia S.A.
CGH,ALTO GUAPORE 2,A-6,Leilão 03/2018,7,5.01,8,194.99,MG,GAVIÃO,PIE,7412440.00,Pan Partners Administração Patrimonial Ltda.
UHE,BAIXO IGUACU,A-6,Leilão 03/2018,350.2,171.3,234,151.68,PR,IGUAÇU,PIE,0.00,Geração Céu Azul S.A.
PCH,BELA VISTA,A-6,Leilão 03/2018,29,16.64,147,195.7,PR,CHOPIM,PIE,182023470.00,Consórcio Bela Vista geração: Copel Geração e Transmissão S.A. e Foz do Chopim Energética Ltda
PCH,BOA VISTA II,A-6,Leilão 03/2018,16,6.9,60,196.66,PR,MARRECAS,PIE,54953000.00,PCH BV II Geração de Energia Ltda
UTE,CASA DE FORCA,A-6,Leilão 03/2018,8.48,2.6,14,179.16,SP,BAGAÇO DE CANA,PIE,11225000.00,Alcoeste Bioenergia Fernandópolis S.A.
EOL,COSTA DAS DUNAS,A-6,Leilão 03/2018,23.1,13.3,40,89.88,RN,VENTO,PIE,170745000.00,SPE Costa das Dunas Energia S.A.
CGH,DIAMANTINO,A-6,Leilão 03/2018,3,2.22,13,195,GO,DIAMANTINO,PIE,16733710.00,Consórcio Energia das Águas 99% e Welt Energia 1%: Energia das Águas SA e WELT Energia Ltda
EOL,FAROL DE TOUROS,A-6,Leilão 03/2018,21,11.7,36,89.89,RN,VENTO,PIE,159116000.00,SPE Farol De Touros Energia S.A.
EOL,FIGUEIRA BRANCA,A-6,Leilão 03/2018,10.5,5.9,18,89.89,RN,VENTO,PIE,90996000.00,SPE Figueira Branca Energia S.A.
EOL,GAMELEIRA,A-6,Leilão 03/2018,14.7,8.5,26,89.89,RN,VENTO,PIE,116754000.00,SPE Gameleira Energia S.A.
EOL,JERUSALEM I,A-6,Leilão 03/2018,29.4,15.3,46,94,RN,VENTO,PIE,167301350.00,EDP Renováveis Brasil S.A.
EOL,JERUSALEM II,A-6,Leilão 03/2018,29.4,14.9,45,94,RN,VENTO,PIE,167101350.00,EDP Renováveis Brasil S.A.
EOL,JERUSALEM III,A-6,Leilão 03/2018,29.4,16.9,88,94,RN,VENTO,PIE,164569750.00,EDP Renováveis Brasil S.A.
EOL,JERUSALEM IV,A-6,Leilão 03/2018,29.4,17,89,94,RN,VENTO,PIE,167301350.00,EDP Renováveis Brasil S.A.
EOL,JERUSALEM V,A-6,Leilão 03/2018,29.4,16.2,85,94,RN,VENTO,PIE,164569550.00,EDP Renováveis Brasil S.A.
EOL,JERUSALEM VI,A-6,Leilão 03/2018,29.4,17.2,99,94,RN,VENTO,PIE,164023430.00,EDP Renováveis Brasil S.A.
PCH,LACERDOPOLIS,A-6,Leilão 03/2018,9.6,5.47,54,196,SC,RIO DO PEIXE,PIE,47993140.00,Lacerdópolis Energética S.A.
PCH,LUCIA CHEROBIM,A-6,Leilão 03/2018,28,16.57,165,189.95,PR,IGUAÇU,PIE,271983650.00,CPFL Energias Renováveis S.A.
EOL,MONTE VERDE I,A-6,Leilão 03/2018,69.3,41.2,400,87,RN,VENTO,PIE,238388000.00,"Consórcio Monte Verde I
EDP Renováveis Brasil S.A.
Gestamp Eólica Brasil S.A."
EOL,MONTE VERDE II,A-6,Leilão 03/2018,65.84,40.3,391,87,RN,VENTO,PIE,227806000.00,"Consórcio Monte Verde II
EDP Renováveis Brasil S.A.
Gestamp Eólica Brasil S.A."
EOL,MONTE VERDE III,A-6,Leilão 03/2018,58.91,33.5,325,87,RN,VENTO,PIE,206642000.00,"Consórcio Monte Verde III
EDP Renováveis Brasil S.A.
Gestamp Eólica Brasil S.A."
EOL,MONTE VERDE IV,A-6,Leilão 03/2018,34.65,19.7,91,87,RN,VENTO,PIE,122818000.00,"Consórcio Monte Verde IV
EDP Renováveis Brasil S.A.
Gestamp Eólica Brasil S.A"
EOL,MONTE VERDE V,A-6,Leilão 03/2018,24.26,13.4,130,87,RN,VENTO,PIE,87217000.00,"Consórcio Monte Verde V
EDP Renováveis Brasil S.A.
Gestamp Eólica Brasil S.A."
CGH,NOVA PONTE QUEIMADA II,A-6,Leilão 03/2018,3,1.94,19,195,MG,RIO CASCA,PIE,14196420.00,Energia Limpa Participações Ltda.
CGH,OURO BRANCO,A-6,Leilão 03/2018,4,2.85,14,194.99,PR,MOURÃO,PIE,20579510.00,Central Hidrelétrica Ouro Branco Ltda
UTE,PARNAIBA 5A E 5B,A-6,Leilão 03/2018,363.2,326.4,3264,179.98,MA,GÁS NATURAL,PIE,1088794600.00,Parnaíba Geração e Comercialização de Energia S.A.
UTE,RIO VERMELHO 3,A-6,Leilão 03/2018,20,8.4,84,175,SP,BAGAÇO DE CANA,PIE,36929000.00,Glencane Bioenergia S/A
EOL,SAO FERNANDO 2,A-6,Leilão 03/2018,69.3,30.6,299,93.33,RN,VENTO,PIE,346500000.00,"Consórcio Enervento Exterior - EDB - São Fernando
Enerfin do Brasil Sociedade de Energia Ltda
Enerfin Enervento Exterior, S.L.U.
Eólica São Fernando Ltda"
PCH,SEDE II,A-6,Leilão 03/2018,6.964,2.89,23,195.97,RS,POTIRIBU,PIE,40473000.00,IJUI Centenaria Geração SPE Ltda
EOL,SERRA DA BABILONIA A,A-6,Leilão 03/2018,18.8,8.4,84,88.46,BA,VENTO,PIE,65800000.00,Jardim Botânico Geração De Energia E Participações S/A
EOL,SERRA DA BABILONIA C,A-6,Leilão 03/2018,23.5,11.2,112,88.97,BA,VENTO,PIE,82250000.00,Jardim Botânico Geração De Energia E Participações S/A
EOL,SERRA DA BABILONIA E,A-6,Leilão 03/2018,25.85,11.8,118,88.46,BA,VENTO,PIE,90475000.00,Jardim Botânico Geração De Energia E Participações S/A
EOL,SERRA DA BABILONIA F,A-6,Leilão 03/2018,16.45,7.6,76,88.46,BA,VENTO,PIE,57575000.00,Jardim Botânico Geração De Energia E Participações S/A
EOL,VENTOS DA BAHIA XIII,A-6,Leilão 03/2018,34.5,16.9,127,94.33,BA,VENTO,PIE,190386530.00,"Consórcio VDB F3:
VDB F3 Geração de Energia S.A.
Parque Eólico VDB DEV LTDA"
EOL,VENTOS DA BAHIA XIV,A-6,Leilão 03/2018,36.8,15.3,59,94.33,BA,VENTO,PIE,203078950.00,"Consórcio VDB F3:
VDB F3 Geração de Energia S.A.
Parque Eólico VDB DEV LTDA"
EOL,VENTOS DA BAHIA XXIII,A-6,Leilão 03/2018,32.2,17.3,112,94.33,BA,VENTO,PIE,177694090.00,"Consórcio VDB F3:
VDB F3 Geração de Energia S.A.
Parque Eólico VDB DEV LTDA"
EOL,VENTOS DA BAHIA XXVII,A-6,Leilão 03/2018,25.3,12.4,112,94.33,BA,VENTO,PIE,139616790.00,"Consórcio VDB F3:
VDB F3 Geração de Energia S.A.
Parque Eólico VDB DEV LTDA"
EOL,VENTOS DE SANTA MARTINA 01,A-6,Leilão 03/2018,8.4,4.7,14,89,RN,VENTO,PIE,37800000.00,Ventos de Santa Martina Energias Renováveis S.A.
EOL,VENTOS DE SANTA MARTINA 09,A-6,Leilão 03/2018,8.4,4.8,14,89,RN,VENTO,PIE,37800000.00,Ventos de Santa Martina Energias Renováveis S.A.
EOL,VENTOS DE SANTA MARTINA 10,A-6,Leilão 03/2018,8.4,4.8,14,89,RN,VENTO,PIE,37800000.00,Ventos de Santa Martina Energias Renováveis S.A.
EOL,VENTOS DE SANTA MARTINA 11,A-6,Leilão 03/2018,8.4,4.7,14,89,RN,VENTO,PIE,37800000.00,Ventos de Santa Martina Energias Renováveis S.A.
EOL,VENTOS DE SANTA MARTINA 12,A-6,Leilão 03/2018,8.4,4.6,14,89,RN,VENTO,PIE,37800000.00,Ventos de Santa Martina Energias Renováveis S.A.
EOL,VENTOS DE SANTA MARTINA 13,A-6,Leilão 03/2018,8.4,4,12,89,RN,VENTO,PIE,37800000.00,Ventos de Santa Martina Energias Renováveis S.A.
EOL,VENTOS DE SANTA MARTINA 14,A-6,Leilão 03/2018,8.4,3.9,12,89,RN,VENTO,PIE,37800000.00,Ventos de Santa Martina Energias Renováveis S.A.
EOL,VENTOS DE SAO JANUARIO 01,A-6,Leilão 03/2018,28.6,15.3,50,91.33,BA,VENTO,PIE,128700000.00,Parque Eólico Ventos De São Januário 01 S.A.
EOL,VENTOS DE SAO JANUARIO 03,A-6,Leilão 03/2018,29.4,15.4,97,92.11,BA,VENTO,PIE,132301000.00,Consórcio Folha Larga: EDF EN do Brasil Participações Ltda e Ventos de São Januário Energias Renováveis S.A.
EOL,VENTOS DE SAO JANUARIO 04,A-6,Leilão 03/2018,28.6,14.9,24,91.33,BA,VENTO,PIE,128700000.00,Parque Eólico Ventos De São Januário 04 S.A.
EOL,VENTOS DE SAO JANUARIO 05,A-6,Leilão 03/2018,29.4,15.5,131,92.11,BA,VENTO,PIE,132301000.00,Consórcio Folha Larga: EDF EN do Brasil Participações Ltda e Ventos de São Januário Energias Renováveis S.A.
EOL,VENTOS DE SAO JANUARIO 06,A-6,Leilão 03/2018,29.4,15.5,110,92.11,BA,VENTO,PIE,132301000.00,Consórcio Folha Larga: EDF EN do Brasil Participações Ltda e Ventos de São Januário Energias Renováveis S.A.
EOL,VENTOS DE SAO JANUARIO 10,A-6,Leilão 03/2018,29.4,14.6,113,92.11,BA,VENTO,PIE,132301000.00,Consórcio Folha Larga: EDF EN do Brasil Participações Ltda e Ventos de São Januário Energias Renováveis S.A.
EOL,VENTOS DE SAO JANUARIO 11,A-6,Leilão 03/2018,29.4,14.5,110,92.11,BA,VENTO,PIE,132301000.00,Consórcio Folha Larga: EDF EN do Brasil Participações Ltda e Ventos de São Januário Energias Renováveis S.A.
EOL,VENTOS DE SAO JANUARIO 13,A-6,Leilão 03/2018,28.6,13.7,43,91.33,BA,VENTO,PIE,128700000.00,Parque Eólico Ventos De São Januário 13 S.A.
EOL,VENTOS DE SAO JANUARIO 14,A-6,Leilão 03/2018,28.6,13.7,43,91.33,BA,VENTO,PIE,128700000.00,Parque Eólico Ventos De São Januário 14 S.A.
EOL,VENTOS DE SAO JANUARIO 20,A-6,Leilão 03/2018,8.4,4.1,12,79,BA,VENTO,PIE,37800000.00,"Consórcio Ventos de São Januário 20:
Ventos De São Januário Energias Renováveis S.A. e SALUS Fundo de Investimentos em Participações Multiestratégia"
EOL,VENTOS DE SAO JANUARIO 21,A-6,Leilão 03/2018,8.4,4,12,79,BA,VENTO,PIE,37800000.00,"Consórcio Ventos de São Januário 21:
Ventos De São Januário Energias Renováveis S.A. e SALUS Fundo de Investimentos em Participações Multiestratégia"
EOL,VENTOS DE SAO JANUARIO 22,A-6,Leilão 03/2018,8.4,4.1,12,79,BA,VENTO,PIE,37800000.00,"Consórcio Ventos de São Januário 22:
Ventos De São Januário Energias Renováveis S.A. e SALUS Fundo de Investimentos em Participações Multiestratégia"
EOL,VENTOS DE SAO JANUARIO 23,A-6,Leilão 03/2018,8.4,4,12,89,BA,VENTO,PIE,37800000.00,"Consórcio Ventos de São Januário 23:
Ventos De São Januário Energias Renováveis S.A. e SALUS Fundo de Investimentos em Participações Multiestratégia"
EOL,VILA CEARA I,A-6,Leilão 03/2018,22,13.4,82,93,RN,VENTO,PIE,90227510.00,Voltalia Energia Do Brasil Ltda
EOL,VILA MARANHAO I,A-6,Leilão 03/2018,31.185,15.7,83,93,RN,VENTO,PIE,127897510.00,Voltalia Energia Do Brasil Ltda
EOL,VILA MARANHAO II,A-6,Leilão 03/2018,31.185,15.4,83,93,RN,VENTO,PIE,127897510.00,Voltalia Energia Do Brasil Ltda
EOL,VILA MARANHAO III,A-6,Leilão 03/2018,31.185,16.8,82,93,RN,VENTO,PIE,127897510.00,Voltalia Energia Do Brasil Ltda
PCH,ÁGUAS DA SERRA,A-4,Leilão 03/2019,22.5,12.21,86,199,SC,BENEDITO,PIE,450084508.80,CEESAM - Cooperativa Geradora de Energia Elétrica e Desenvolvimento Santa Maria
PCH,CELSO RAMOS,A-4,Leilão 03/2019,8.299,2.97,29,201.11,SC,CHAPECOZINHO,PIE,153381931.25,Celesc Geração S.A.
PCH,FOZ DO CEDRO,A-4,Leilão 03/2019,24,13.9,139,198.88,MT,VERDE,PIE,727023500.54,Rio do Cedro Energia Ltda.
UFV,JAÍBA SE1,A-4,Leilão 03/2019,40,12.3,61,73.6,MG,SOLAR,PIE,78711667.20,Consórcio Jaíba: Cei Solar Empreendimentos Energéticos S/A e Canadian Solar Inc
UFV,MILAGRES I,A-4,Leilão 03/2019,32.74,9.9,30,64.99,CE,SOLAR,PIE,34182140.40,Consórcio LSBP Enerlife: Enerlife Energias Renováveis Ltda. e Lightsource Holdings 1 Limited
UFV,MILAGRES II,A-4,Leilão 03/2019,32.74,10,30,64.99,CE,SOLAR,PIE,34182140.40,Consórcio LSBP Enerlife: Enerlife Energias Renováveis Ltda. e Lightsource Holdings 1 Limited
UFV,MILAGRES III,A-4,Leilão 03/2019,32.74,9.9,30,64.99,CE,SOLAR,PIE,34182140.40,Consórcio LSBP Enerlife: Enerlife Energias Renováveis Ltda. e Lightsource Holdings 1 Limited
UFV,MILAGRES IV,A-4,Leilão 03/2019,32.74,10,30,64.99,CE,SOLAR,PIE,34182140.40,Consórcio LSBP Enerlife: Enerlife Energias Renováveis Ltda. e Lightsource Holdings 1 Limited
UFV,MILAGRES V,A-4,Leilão 03/2019,32.74,10,30,64.99,CE,SOLAR,PIE,34182140.40,Consórcio LSBP Enerlife: Enerlife Energias Renováveis Ltda. e Lightsource Holdings 1 Limited
EOL,OITIS 1,A-4,Leilão 03/2019,37.1,19.8,60,80,PI,VENTO,PIE,84153600.00,Força Eólica do Brasil S.A.
EOL,OITIS 8,A-4,Leilão 03/2019,37.1,19.4,59,80.01,PI,VENTO,PIE,82761383.88,Força Eólica do Brasil S.A.
PCH,POÇO FUNDO AMPLIAÇÃO,A-4,Leilão 03/2019,20.84,11.02,110,195.5,MG,MACHADO,PIE,565564296.00,Cemig Geração e Transmissão S.A.
UTE,SONORA,A-4,Leilão 03/2019,21.39,9.5,74,179.87,MS,BAGAÇO DE CANA,PIE,233357582.16,Sonora Estância S/A
EOL,VILA ALAGOAS III,A-4,Leilão 03/2019,21,11,33,79.92,RN,VENTO,PIE,46238195.52,Voltalia Energia do Brasil Ltda.
PCH,VILA GALUPO,A-4,Leilão 03/2019,5.67,3.09,10,199.99,PR,SANTANA,PIE,52595770.08,Sudoeste Energia Ltda.
CGH,ALAGOA III,A-6,Leilão 04/2019,1.528,1.06,8,233.62,MG,AIURUOCA,PIE,11732970.00,POLIFERTIL ENERGIA EIRELI
PCH,ALTO ALEGRE,A-6,Leilão 04/2019,17.4,8.85,70,233.14,SC,DO PEIXE,PIE,93150000.00,ALTO ALEGRE ENERGÉTICA S.A.
EOL,AURA CAETITÉ 01,A-6,Leilão 04/2019,29.4,11.1,34,98.2,BA,VENTO,PIE,137381610.00,ATLANTIC ENERGIAS RENOVÁVEIS S.A.
EOL,AURA CAETITÉ 02,A-6,Leilão 04/2019,29.4,12.9,39,98.2,BA,VENTO,PIE,137381210.00,ATLANTIC ENERGIAS RENOVÁVEIS S.A.
EOL,AURA CAETITÉ 03,A-6,Leilão 04/2019,29.4,11.2,34,98.2,BA,VENTO,PIE,137381610.00,ATLANTIC ENERGIAS RENOVÁVEIS S.A.
EOL,AURA CAETITÉ 04,A-6,Leilão 04/2019,21.2,9,27,98.2,BA,VENTO,PIE,99064300.00,ATLANTIC ENERGIAS RENOVÁVEIS S.A.
EOL,AURA QUEIMADA NOVA 01,A-6,Leilão 04/2019,30,11.3,34,99.75,PI,VENTO,PIE,140184920.00,ATLANTIC ENERGIAS RENOVÁVEIS S.A.
EOL,AURA QUEIMADA NOVA 02,A-6,Leilão 04/2019,29.4,13.2,40,99.75,PI,VENTO,PIE,137381610.00,ATLANTIC ENERGIAS RENOVÁVEIS S.A.
EOL,AURA TANQUE NOVO 01,A-6,Leilão 04/2019,21.2,7.1,22,99.75,BA,VENTO,PIE,99064300.00,ATLANTIC ENERGIAS RENOVÁVEIS S.A.
EOL,AURA TANQUE NOVO 02,A-6,Leilão 04/2019,15.9,6.2,19,99.75,BA,VENTO,PIE,74298220.00,ATLANTIC ENERGIAS RENOVÁVEIS S.A.
EOL,AURA TANQUE NOVO 03,A-6,Leilão 04/2019,12.6,4.7,15,98.2,BA,VENTO,PIE,58877840.00,ATLANTIC ENERGIAS RENOVÁVEIS S.A.
PCH,BARRA DAS ÁGUAS,A-6,Leilão 04/2019,8.5,4.12,30,225,SC,IRANI,PIE,52473300.00,PCH ÁGUAS DO RIO IRANI ENERGÉTICA SPE
UTE,BELA VISTA,A-6,Leilão 04/2019,64.8,19.5,80,188.22,SP,BAGAÇO DE CANA,PIE,140300000.00,USINA BELA VISTA S/A
PCH,BOM JESUS,A-6,Leilão 04/2019,7.76,4.28,40,230,ES,ITABAPOANA,PIE,52496020.00,WENERGY PARTICIPAÇÕES S.A.
UTE,BRANCO PERES,A-6,Leilão 04/2019,9.62,5.2,32,188.94,SP,BAGAÇO DE CANA,PIE,42700000.00,BRANCO PERES AGRO S/A
PCH,CABUÍ,A-6,Leilão 04/2019,16,9.89,88,234,MG,PARAIBUNA,PIE,151973650.00,VOLTALIA ENERGIA DO BRASIL LTDA.
EOL,CAETITÉ D,A-6,Leilão 04/2019,27.5,12.1,50,98.88,BA,VENTO,PIE,96250000.00,RIO ENERGY EOL III GERACAO E COMERCIALIZACAO DE ENERGIA S.A.
UTE,CERRADÃO 3,A-6,Leilão 04/2019,40,20.5,180,187.95,MG,BAGAÇO DE CANA,PIE,89000000.00,BIOENERGIA CERRADÃO II LTDA
PCH,COBRE KM 19,A-6,Leilão 04/2019,14.2,7.4,50,232,PR,DO COBRE,PIE,82199070.00,RIO DO COBRE ENERGIA LTDA
PCH,FAZENDA DO SALTO,A-6,Leilão 04/2019,9.85,5.41,21,233.99,PR,SAPUCAIA,PIE,43467550.00,AT&T ENERGIA S.A.
PCH,GAMELEIRA,A-6,Leilão 04/2019,14,7.02,60,232.5,GO,SÃO BARTOLOMEU,PIE,128061480.00,SAO BARTOLOMEU GERADORA DE ENERGIA RENOVAVEL S.A.
EOL,GAMELEIRA 1,A-6,Leilão 04/2019,30,8.6,26,84.39,CE,SOLAR,PIE,141510000.00,"GERADORA DE ENERGIA GAMELEIRA LTDA.
CANADIAN SOLAR INC"
EOL,GAMELEIRA 2,A-6,Leilão 04/2019,30,8.6,26,84.38,CE,SOLAR,PIE,141510000.00,"GERADORA DE ENERGIA GAMELEIRA LTDA.
CANADIAN SOLAR INC"
EOL,GAMELEIRA 3,A-6,Leilão 04/2019,30,8.6,26,84.37,CE,SOLAR,PIE,141510000.00,"GERADORA DE ENERGIA GAMELEIRA LTDA.
CANADIAN SOLAR INC"
EOL,GAMELEIRA 4,A-6,Leilão 04/2019,30,8.6,26,84.36,CE,SOLAR,PIE,141510000.00,"GERADORA DE ENERGIA GAMELEIRA LTDA.
CANADIAN SOLAR INC"
CGH,GARCIA DE ANGELINA,A-6,Leilão 04/2019,2,1.32,10,233.98,SC,GARCIA,PIE,13108640.00,HIDRELÉTRICA GARCIA DE ANGELINA SPE LTDA
EOL,GRAVIOLA 1,A-6,Leilão 04/2019,75,22.9,118,84.5,PI,SOLAR,PIE,289584000.00,"ENGADY SOLAR ENERGIA SPE LTDA
POWERTIS S.A."
EOL,GRAVIOLA 2,A-6,Leilão 04/2019,75,22.9,118,84.55,PI,SOLAR,PIE,289584000.00,"ENGADY SOLAR ENERGIA SPE LTDA
POWERTIS S.A."
EOL,GRAVIOLA 3,A-6,Leilão 04/2019,75,23,72,84,PI,SOLAR,PIE,289584000.00,"ENGADY SOLAR ENERGIA SPE LTDA
POWERTIS S.A."
EOL,GRAVIOLA 4,A-6,Leilão 04/2019,75,22.9,72,84,PI,SOLAR,PIE,289584000.00,"ENGADY SOLAR ENERGIA SPE LTDA
POWERTIS S.A."
UTE,IPIRANGA BIOENERGIA MOCOCA,A-6,Leilão 04/2019,40.2,16,69,188.9,SP,BAGAÇO DE CANA,PIE,50000000.00,IPIRANGA BIOENERGIA MOCOCA
EOL,JANDAIRA I,A-6,Leilão 04/2019,11,5.3,16,98,RN,VENTO,PIE,64439000.00,COPEL GERAÇÃO E TRANSMISSÃO S.A. / CUTIA EMPREENDIMENTOS EÓLICOS S.A.
EOL,JANDAIRA II,A-6,Leilão 04/2019,26.4,13.5,41,98,RN,VENTO,PIE,154654000.00,COPEL GERAÇÃO E TRANSMISSÃO S.A. / CUTIA EMPREENDIMENTOS EÓLICOS S.A.
EOL,JANDAIRA III,A-6,Leilão 04/2019,28.6,14.6,44,98,RN,VENTO,PIE,167542000.00,COPEL GERAÇÃO E TRANSMISSÃO S.A. / CUTIA EMPREENDIMENTOS EÓLICOS S.A.
EOL,JANDAIRA IV,A-6,Leilão 04/2019,28.6,14.2,43,98,RN,VENTO,PIE,167542000.00,COPEL GERAÇÃO E TRANSMISSÃO S.A. / CUTIA EMPREENDIMENTOS EÓLICOS S.A.
PCH,JASPE,A-6,Leilão 04/2019,5.1,2.48,21,233.09,SC,SARGENTO,PIE,42476450.00,USINA HIDRELÉTRICA JASP LTDA
PCH,JESUÍTA,A-6,Leilão 04/2019,22.246,18.83,132,234,MT,JURUENA,PIE,185560890.00,JESUÍTA ENERGIA S/A
PCH,LINHA RICA,A-6,Leilão 04/2019,7.885,3.87,20,234.13,SC,DO PEIXE,PIE,47644540.00,IBICARE HIDRELETRICA LTDA
EOL,LUIZ GONZAGA II,A-6,Leilão 04/2019,30,9,27,84.4,PE,SOLAR,PIE,121006810.00,"ENERCOM ENERGIAS RENOVAVEIS LTDA
CANADIAN SOLAR INC"
PCH,MACACOS,A-6,Leilão 04/2019,9.9,6,30,233.63,PR,JAGUARIAÍVA,PIE,70525140.00,PESQUEIRO ENERGIA S/A
CGH,MAROMBAS I,A-6,Leilão 04/2019,3.265,1.63,13,233,SC,MAROMBAS,PIE,13832000.00,HIDRELETRICA MAROMBAS I SPE LTDA
CGH,MAROMBAS II,A-6,Leilão 04/2019,1.8,0.88,7,233,SC,MAROMBAS,PIE,10404000.00,HIDRELETRICA MAROMBAS II SPE LTDA
UTE,MC2 NOVA VENÉCIA 2,A-6,Leilão 04/2019,92.254,76.9,700,188.22,MA,GÁS NATURAL,PIE,404582670.00,PARNAÍBA II GERAÇÃO DE ENERGIA S.A.
UTE,NOVO TEMPO BARCARENA,A-6,Leilão 04/2019,604.52,584.1,5697,188.95,PA,GÁS NATURAL,PIE,1502150000.00,CELBA - CENTRAIS ELETRICAS BARCARENA S.A / OAK PARTICIPACOES LTDA / GOLAR POWER BRASIL PARTICIPAÇÕES S.A / BEP BRAZILIAN ENERGY PARTICIPACOES S A
CGH,PACÍFICO MASCARENHAS,A-6,Leilão 04/2019,2.017,1.42,14,233.63,MG,PARAUNINHA,PIE,14623450.00,PACIFICO MASCARENHAS ENERGETICA LTDA.
PCH,PIRA,A-6,Leilão 04/2019,19.551,9.5,75,233.5,SC,DO PEIXE,PIE,79658690.00,IPIRA ENERGIA SPE LTDA
